index,station_code,city_name,year,month,day,rainfall,period,quality,lat,long,station_name,month_name,date
15152,9151,Perth,2008,6,26,0.0,,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,June,26-6-2008
15153,9151,Perth,2008,6,27,10.0,1.0,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,June,27-6-2008
15154,9151,Perth,2008,6,28,18.0,1.0,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,June,28-6-2008
15155,9151,Perth,2008,6,29,6.2,1.0,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,June,29-6-2008
15156,9151,Perth,2008,6,30,0.4,1.0,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,June,30-6-2008
15157,9151,Perth,2008,7,1,0.0,,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,July,1-7-2008
15158,9151,Perth,2008,7,2,0.0,,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,July,2-7-2008
15159,9151,Perth,2008,7,3,8.0,1.0,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,July,3-7-2008
15160,9151,Perth,2008,7,4,4.6,1.0,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,July,4-7-2008
15161,9151,Perth,2008,7,5,7.8,1.0,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,July,5-7-2008
15162,9151,Perth,2008,7,6,6.0,1.0,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,July,6-7-2008
15163,9151,Perth,2008,7,7,0.0,,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,July,7-7-2008
15164,9151,Perth,2008,7,8,0.0,,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,July,8-7-2008
15165,9151,Perth,2008,7,9,7.4,1.0,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,July,9-7-2008
15166,9151,Perth,2008,7,10,6.2,1.0,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,July,10-7-2008
15168,9151,Perth,2008,7,12,6.4,2.0,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,July,12-7-2008
15169,9151,Perth,2008,7,13,1.4,1.0,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,July,13-7-2008
15170,9151,Perth,2008,7,14,0.0,,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,July,14-7-2008
15171,9151,Perth,2008,7,15,0.0,,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,July,15-7-2008
15172,9151,Perth,2008,7,16,23.5,1.0,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,July,16-7-2008
15173,9151,Perth,2008,7,17,2.5,1.0,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,July,17-7-2008
15174,9151,Perth,2008,7,18,18.0,1.0,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,July,18-7-2008
15175,9151,Perth,2008,7,19,10.2,1.0,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,July,19-7-2008
